SonicWALL SKU,Networking/ISG SKUs (TZ500 and above),Partner Software (Nexus/Tracker SKUs) TZ400 and below,Partner Software (Harmony SKUs) TZ400 and below,SonicWALL Product Description ,MSRP (USD),SecureFirst Discount Eligibility,Minimum Advertised Price (MAP),Hardware/Software,Special Requirements,Notes
01-SSC-0516,N/A,A9616217,A9718022,SONICWALL TZ400 WIRELESS-AC TOTALSECURE 1YR,1425,Y,1069,H,US ONLY,SonicWALL TZ400 Wireless Appliance with 1 yr of Comprehensive Gateway Security Suite & 24x7 Support
01-SSC-0518,N/A,A9616220,0,SONICWALL TZ400 WIRELESS-AC INTL TOTALSECURE 1YR,1425,Y,1069,H,CANADA ONLY,SonicWALL TZ400 Wireless Appliance with 1 yr of Comprehensive Gateway Security Suite & 24x7 Support
01-SSC-0525,N/A,A9616214,0,SONICWALL TZ400 SERIES RACK MOUNT KIT,325,Y,244,H,0,Rack Mount Kit for TZ400 Series
01-SSC-0534,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ400 SERIES 1YR",312,Y,312,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0535,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ400 SERIES 2YR",468,Y,468,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0536,N/A,A9613483,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ400 SERIES 3YR",655,Y,655,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0537,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ400 SERIES 4YR",873,Y,873,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0538,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ400 SERIES 5YR",1091,Y,1091,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0540,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ400 SERIES 1YR,284,Y,284,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0541,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ400 SERIES 2YR,454,Y,454,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0542,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ400 SERIES 3YR,595,Y,595,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0543,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ400 SERIES 4YR,794,Y,794,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0544,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ400 SERIES 5YR,992,Y,992,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0546,N/A,0,A8323479,STANDARD SUPPORT FOR TZ400 SERIES 1YR,170,Y,170,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0547,N/A,0,A8323480,STANDARD SUPPORT FOR TZ400 SERIES 2YR,289,Y,289,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0548,N/A,A9615699,A8323481,STANDARD SUPPORT FOR TZ400 SERIES 3YR,408,Y,408,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0549,N/A,0,A8323482,STANDARD SUPPORT FOR TZ400 SERIES 4YR,544,Y,544,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0550,N/A,0,A8323483,STANDARD SUPPORT FOR TZ400 SERIES 5YR,680,Y,680,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0552,N/A,0,A8323484,24X7 SUPPORT FOR TZ400 SERIES 1YR,246,Y,246,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0553,N/A,0,A8323485,24X7 SUPPORT FOR TZ400 SERIES 2YR,418,Y,418,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0554,N/A,0,A8323486,24X7 SUPPORT FOR TZ400 SERIES 3YR,590,Y,590,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0555,N/A,0,A8323487,24X7 SUPPORT FOR TZ400 SERIES 4YR,786,Y,786,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0556,N/A,0,A8323488,24X7 SUPPORT FOR TZ400 SERIES 5YR,983,Y,983,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0561,N/A,0,A8323489,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ400 SERIES 1YR,406,Y,406,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0562,N/A,0,A8323490,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ400 SERIES 2YR,691,Y,691,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0563,N/A,0,A8323491,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ400 SERIES 3YR,975,Y,975,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0564,N/A,0,A8323492,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ400 SERIES 4YR,1300,Y,1300,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0565,N/A,0,A8323493,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ400 SERIES 5YR,1625,Y,1625,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0567,N/A,A9613501,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ400 SERIES 1YR,539,Y,539,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0568,N/A,A9613492,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ400 SERIES 2YR,754,Y,754,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0569,N/A,A9613491,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ400 SERIES 3YR,1050,Y,1050,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0570,N/A,A9613490,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ400 SERIES 4YR,1501,Y,1501,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0571,N/A,A9613489,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ400 SERIES 5YR,1751,Y,1751,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0573,N/A,0,0,EXPANDED LICENSE FOR TZ400 SERIES,198,Y,198,S,0,Enables BGP support on SonicWALL TZ400 firewall
01-SSC-0574,N/A,A9616241,0,SONICWALL TZ300 WIRELESS-AC INTL,745,Y,559,H,CANADA ONLY,SonicWALL TZ300 Wireless Appliance
01-SSC-0575,N/A,A9616248,0,SONICWALL TZ300 SECURE UPGRADE PLUS 2YR,965,Y,724,H,0,0
01-SSC-0576,N/A,A9616247,0,SONICWALL TZ300 SECURE UPGRADE PLUS 3YR,1145,Y,859,H,0,0
01-SSC-0577,N/A,A9616236,0,SONICWALL TZ300 WIRELESS-AC SECURE UPGRADE PLUS 2YR,1125,Y,844,H,US ONLY,0
01-SSC-0578,N/A,A9616235,0,SONICWALL TZ300 WIRELESS-AC SECURE UPGRADE PLUS 3YR,1305,Y,979,H,US ONLY,0
01-SSC-0579,N/A,A9616240,0,SONICWALL TZ300 WIRELESS-AC INTL SECURE UPGRADE PLUS 2YR  (CANADA ONLY),1125,Y,844,H,CANADA ONLY,0
01-SSC-0580,N/A,A9616239,0,SONICWALL TZ300 WIRELESS-AC INTL SECURE UPGRADE PLUS 3YR  (CANADA ONLY),1305,Y,979,H,CANADA ONLY,0
01-SSC-0581,N/A,A9616215,A9718019,SONICWALL TZ300 TOTALSECURE 1YR,965,Y,724,H,0,SonicWALL TZ300 Appliance with 1 year of Comprehensive Gateway Security Suite and 24x7 Support
01-SSC-0583,N/A,A9616234,A9718020,SONICWALL TZ300 WIRELESS-AC TOTALSECURE 1YR,1125,Y,844,H,US ONLY,SonicWALL TZ300 Wireless Appliance with 1 yr of Comprehensive Gateway Security Suite & 24x7 Support
01-SSC-0585,N/A,A9616238,0,SONICWALL TZ300 WIRELESS-AC INTL TOTALSECURE 1YR,1125,Y,844,H,CANADA ONLY,SonicWALL TZ300 Wireless Appliance with 1 yr of Comprehensive Gateway Security Suite & 24x7 Support
01-SSC-0587,N/A,A9616250,0,SONICWALL TZ300 NFR,323,N,242,H,0,Partners may purchase each NFR SKU once per calendar year and may not resell the product until at least one year from date of purchase. Services and support may be renewed on the appliance.
01-SSC-0588,N/A,A9616237,0,SONICWALL TZ300 WIRELESS-AC NFR,373,N,280,H,US ONLY,Partners may purchase each NFR SKU once per calendar year and may not resell the product until at least one year from date of purchase. Services and support may be renewed on the appliance.
01-SSC-0589,0,N/A,N/A,SONICWALL TZ300 WIRELESS-AC INTL NFR (CANADA ONLY),373,N,280,H,CANADA ONLY,Partners may purchase each NFR SKU once per calendar year and may not resell the product until at least one year from date of purchase. Services and support may be renewed on the appliance.
01-SSC-0602,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ300 SERIES 1YR",213,Y,213,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0603,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ300 SERIES 2YR",298,Y,298,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0604,N/A,A9613485,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ300 SERIES 3YR",434,Y,434,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0605,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ300 SERIES 4YR",553,Y,553,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0606,N/A,0,0,"GATEWAY ANTI-MALWARE, INTRUSION PREVENTION AND APPLICATION CONTROL FOR TZ300 SERIES 5YR",692,Y,692,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0608,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ300 SERIES 1YR,271,Y,271,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0609,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ300 SERIES 2YR,406,Y,406,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0610,N/A,A9613488,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ300 SERIES 3YR,488,Y,488,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0611,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ300 SERIES 4YR,650,Y,650,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0612,N/A,0,0,CONTENT FILTERING SERVICE PREMIUM BUSINESS EDITION FOR TZ300 SERIES 5YR,813,Y,813,S,0,Provides URL filtering allowing organizations to manage productivity and security For online activities using 56 unique categories.  
01-SSC-0614,N/A,A9615703,A8323516,STANDARD SUPPORT FOR TZ300 SERIES 1YR,129,Y,129,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0615,N/A,0,A8323517,STANDARD SUPPORT FOR TZ300 SERIES 2YR,219,Y,219,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0616,N/A,A9615700,A8323518,STANDARD SUPPORT FOR TZ300 SERIES 3YR,310,Y,310,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0617,N/A,0,A8323519,STANDARD SUPPORT FOR TZ300 SERIES 4YR,413,Y,413,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0618,N/A,0,A8323520,STANDARD SUPPORT FOR TZ300 SERIES 5YR,516,Y,516,S,0,"Includes 8x5 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0620,N/A,A9613532,A8323521,24X7 SUPPORT FOR TZ300 SERIES 1YR,213,Y,213,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0621,N/A,0,A8323522,24X7 SUPPORT FOR TZ300 SERIES 2YR,298,Y,298,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0622,N/A,A9613531,A8323523,24X7 SUPPORT FOR TZ300 SERIES 3YR,434,Y,434,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0623,N/A,0,A8323524,24X7 SUPPORT FOR TZ300 SERIES 4YR,553,Y,553,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0624,N/A,0,A8323525,24X7 SUPPORT FOR TZ300 SERIES 5YR,692,Y,692,S,0,"Includes 24x7 telephone, email and Web-based Support, Software and firmware updates, Advance Exchange hardware replacement, access to electronic Support tools and moderated discussion groups."
01-SSC-0632,N/A,0,A8323526,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ300 1YR,277,Y,277,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0633,N/A,0,A8323527,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ300 2YR,471,Y,471,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0634,N/A,0,A8323528,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ300 3YR,666,Y,666,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0635,N/A,0,A8323529,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ300 4YR,888,Y,888,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0636,N/A,0,A8323530,COMPREHENSIVE ANTI-SPAM SERVICE FOR TZ300 5YR,1109,Y,1109,S,0,The Comprehensive Anti-Spam Service is recommended For Up To 250 User.
01-SSC-0638,N/A,A9613507,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ300 SERIES 1YR,400,Y,400,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0639,N/A,A9613506,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ300 SERIES 2YR,600,Y,600,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0640,N/A,A9613505,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ300 SERIES 3YR,780,Y,780,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0641,N/A,0,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ300 SERIES 4YR,1120,Y,1120,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0642,N/A,A9613503,0,COMPREHENSIVE GATEWAY SECURITY SUITE BUNDLE FOR TZ300 SERIES 5YR,1300,Y,1300,S,0,"BEST VALUE: Comprehensive Gateway Security Suite includes - Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention and Application Firewall Service, as well as Content Filtering Premium Services, and 24x7 Support with Firmware Updates."
01-SSC-0644,N/A,A9616257,0,SONICWALL SOHO WIRELESS-N INTL,495,Y,371,H,CANADA ONLY,SonicWALL SOHO Wireless Appliance
01-SSC-0645,N/A,A9616261,A9718017,SONICWALL SOHO SECURE UPGRADE PLUS 2YR,525,Y,394,H,0,0
01-SSC-0646,N/A,A9616260,A9718015,SONICWALL SOHO SECURE UPGRADE PLUS 3YR,662,Y,497,H,0,0
01-SSC-0647,N/A,A9616254,A9718016,SONICWALL SOHO WIRELESS-N SECURE UPGRADE PLUS 2YR,645,Y,484,H,US ONLY,0
01-SSC-0648,N/A,A9616253,A9718018,SONICWALL SOHO WIRELESS-N SECURE UPGRADE PLUS 3YR,782,Y,587,H,US ONLY,0
01-SSC-0649,N/A,0,0,SONICWALL SOHO WIRELESS-N INTL SECURE UPGRADE PLUS 2YR  (CANADA ONLY),645,Y,484,H,CANADA ONLY,0
01-SSC-0650,N/A,A9616256,0,SONICWALL SOHO WIRELESS-N INTL SECURE UPGRADE PLUS 3YR  (CANADA ONLY),782,Y,587,H,CANADA ONLY,0
01-SSC-0651,N/A,A9616259,A9718013,SONICWALL SOHO TOTALSECURE 1YR,525,Y,394,H,0,SonicWALL SOHO Appliance with 1 year of Comprehensive Gateway Security Suite and 24x7 Support
01-SSC-0653,N/A,A9616252,A9718014,SONICWALL SOHO WIRELESS-N TOTALSECURE 1YR,645,Y,484,H,US ONLY,SonicWALL SOHO Wireless Appliance with 1 yr of Comprehensive Gateway Security Suite & 24x7 Support
01-SSC-0655,N/A,A9616255,0,SONICWALL SOHO WIRELESS-N INTL TOTALSECURE 1YR,645,Y,484,H,CANADA ONLY,SonicWALL SOHO Wireless Appliance with 1 yr of Comprehensive Gateway Security Suite & 24x7 Support
01-SSC-0670,N/A,0,0,GATEWAY ANTI-MALWARE AND INTRUSION PREVENTION FOR SONICWALL SOHO SERIES 1YR,117,Y,117,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
01-SSC-0671,N/A,0,0,GATEWAY ANTI-MALWARE AND INTRUSION PREVENTION FOR SONICWALL SOHO SERIES 2YR,199,Y,199,S,0,"Provides real time network threat prevention with Gateway Anti-Virus, Anti-Spyware, Intrusion Prevention Service and Application Firewall."
